filename,mse,mae,ssim,contrast_structure,luminance,psnr,corr,iq_mse,iq_mae,iq_ssim,iq_contrast_structure,iq_luminance,iq_psnr,iq_corr,hm_mse,hm_mae,hm_ssim,hm_contrast_structure,hm_luminance,hm_psnr,hm_corr,hm_iq_mse,hm_iq_mae,hm_iq_ssim,hm_iq_contrast_structure,hm_iq_luminance,hm_iq_psnr,hm_iq_corr
patients.20190909111655_channelData_part3_0.mat,0.0011863788,0.025429277,0.93770945,0.9427105,0.99460983,29.257765,0.9834954852538462,0.019505596,0.12983382,0.5331302,0.57520366,0.91754746,17.098408,0.9332264658343381,0.000834468,0.020339184,0.93797576,0.9401411,0.9975872,30.785902,0.9843540599403304,0.000834468,0.020339184,0.93797576,0.9401411,0.9975872,30.785902,0.9843540599403304
patients.20190909105357_channelData_part20_0.mat,0.00068454124,0.018236768,0.9435501,0.9511513,0.99171305,31.646004,0.9908472208753407,0.02376237,0.14552487,0.49618,0.56258464,0.8722277,16.241102,0.9574919024256183,0.0009102811,0.019841086,0.9303887,0.9330997,0.996604,30.408243,0.9880254567111006,0.0009102811,0.019841086,0.9303887,0.9330997,0.996604,30.408243,0.9880254567111006
patients.20190909105416_channelData_part6_0.mat,0.0029743914,0.0442677,0.9314689,0.9396809,0.99107283,25.266016,0.9864661975629182,0.013796934,0.10516654,0.55342513,0.5839163,0.9393341,18.602173,0.9477488519928736,0.0011997377,0.023043698,0.92805946,0.9317283,0.99547136,29.209135,0.9841153321357803,0.0011997377,0.023043698,0.92805946,0.9317283,0.99547136,29.209135,0.9841153321357803
patients.20190909120312_channelData_part14_0.mat,0.00081962225,0.021325998,0.9444708,0.95720345,0.98657125,30.863861,0.9944271061851011,0.014321991,0.11008646,0.42853335,0.51705503,0.8045597,18.439966,0.9711756506265878,0.0008229333,0.018240016,0.91012186,0.9161893,0.9920737,30.846352,0.9921654106724513,0.0008229333,0.018240016,0.91012186,0.9161893,0.9920737,30.846352,0.9921654106724513
patients.20190904114816_channelData_part15_1.mat,0.0010899906,0.022870447,0.9517476,0.95574594,0.995757,29.62577,0.9866376622057189,0.027122617,0.15517999,0.4365506,0.5006232,0.8658652,15.666683,0.9425795711088021,0.001285556,0.022047423,0.9293832,0.9313395,0.9977186,28.909088,0.980715716581728,0.001285556,0.022047423,0.9293832,0.9313395,0.9977186,28.909088,0.980715716581728
patients.20190909105522_channelData_part11_0.mat,0.0013969897,0.027671345,0.92648214,0.94410366,0.98124886,28.548067,0.9878246287813014,0.026341006,0.15187973,0.49365902,0.5674935,0.8421059,15.793675,0.9592107316511026,0.0015957152,0.02733509,0.91726744,0.92194194,0.9940772,27.970446,0.9837599959789425,0.0015957152,0.02733509,0.91726744,0.92194194,0.9940772,27.970446,0.9837599959789425
patients.20190904110520_channelData_part9_0.mat,0.0008044136,0.021701803,0.96105164,0.96217126,0.99882734,30.945206,0.988195011103547,0.016435642,0.11967472,0.5056486,0.5215899,0.9689878,17.842133,0.9207260323332753,0.0005581954,0.014825103,0.9524439,0.95274574,0.9996725,32.532135,0.9863547882410303,0.0005581954,0.014825103,0.9524439,0.95274574,0.9996725,32.532135,0.9863547882410303
patients.20190909103554_channelData_part2_1.mat,0.0008920046,0.021343263,0.93829304,0.95118904,0.98641676,30.496328,0.9932270959949533,0.01695338,0.12047772,0.44410303,0.5238045,0.8076987,17.707438,0.9673506153932064,0.00085140194,0.020038446,0.9133288,0.9160674,0.99649954,30.698652,0.9915062335627404,0.00085140194,0.020038446,0.9133288,0.9160674,0.99649954,30.698652,0.9915062335627404
mark.20190710153002_channelData_part17_1.mat,0.00077388715,0.020403655,0.9395454,0.95713675,0.9814937,31.113222,0.9873240869026965,0.023501212,0.1418496,0.43918312,0.5485823,0.76441354,16.289097,0.9471882979026608,0.0009913146,0.021948205,0.9097285,0.91892356,0.9879837,30.037884,0.9854170054948846,0.0009913146,0.021948205,0.9097285,0.91892356,0.9879837,30.037884,0.9854170054948846
patients.20190904112847_channelData_part15_0.mat,0.00040554735,0.014368208,0.95051974,0.96234256,0.9875925,33.919582,0.9972573711707203,0.015606282,0.115125045,0.3611117,0.45534337,0.7626337,18.067005,0.975881453231971,0.0006315037,0.015565067,0.9079057,0.9119415,0.99475986,31.99624,0.9951212851165874,0.0006315037,0.015565067,0.9079057,0.9119415,0.99475986,31.99624,0.9951212851165874
patients.20190904102433_channelData_part1_1.mat,0.0010986105,0.02575366,0.9471532,0.952579,0.9943077,29.591562,0.9929774628857034,0.016213328,0.11813803,0.49621308,0.5436082,0.90439487,17.901278,0.960473263997,0.00087391824,0.019486554,0.9305437,0.9324264,0.9978491,30.58529,0.9894235415955026,0.00087391824,0.019486554,0.9305437,0.9324264,0.9978491,30.58529,0.9894235415955026
patients.20190904104357_channelData_part11_1.mat,0.0016239038,0.031741742,0.9463393,0.95537126,0.9904603,27.894396,0.9843428606465374,0.030437632,0.1647337,0.43819818,0.49621916,0.86862415,15.165891,0.9318145826061128,0.0016795006,0.025174566,0.9111961,0.91349447,0.99696064,27.748198,0.9723626892003351,0.0016795006,0.025174566,0.9111961,0.91349447,0.99696064,27.748198,0.9723626892003351
patients.20190909120312_channelData_part17_1.mat,0.0017595954,0.029079558,0.94145674,0.9563646,0.9843749,27.54587,0.9859730183138233,0.029810635,0.16068377,0.31542802,0.41431692,0.74425006,15.256288,0.9365061274123989,0.0012510305,0.021457233,0.9092199,0.91125685,0.9974454,29.02732,0.982086445825338,0.0012510305,0.021457233,0.9092199,0.91125685,0.9974454,29.02732,0.982086445825338
patients.20190904104222_channelData_part14_1.mat,0.002863478,0.04849302,0.94776785,0.9574925,0.98982435,25.431059,0.9711770407021352,0.03673983,0.18303625,0.48520806,0.5323122,0.9077535,14.348628,0.875142109133353,0.0010172285,0.019417278,0.9446649,0.945587,0.99898773,29.925814,0.9679108716162724,0.0010172285,0.019417278,0.9446649,0.945587,0.99898773,29.925814,0.9679108716162724
patients.20190904102614_channelData_part2_1.mat,0.0007257979,0.018249415,0.95515275,0.95738083,0.9976562,31.391842,0.9930670544824682,0.018145997,0.12569954,0.47648302,0.52464354,0.89350563,17.412191,0.9626716275802087,0.00065953785,0.016932977,0.93845785,0.9396062,0.9986774,31.807602,0.9923776977972327,0.00065953785,0.016932977,0.93845785,0.9396062,0.9986774,31.807602,0.9923776977972327
patients.20190909114240_channelData_part17_0.mat,0.001096968,0.025348157,0.91161996,0.9540549,0.95517886,29.598059,0.9929113836557613,0.02549252,0.1488373,0.3895289,0.5033458,0.72503245,15.935871,0.9643780829160603,0.0010276017,0.020567568,0.8984527,0.9020665,0.9949862,29.88175,0.989444882273883,0.0010276017,0.020567568,0.8984527,0.9020665,0.9949862,29.88175,0.989444882273883
patients.20190909114150_channelData_part19_0.mat,0.0011717129,0.025597546,0.91403514,0.95087117,0.96120393,29.311787,0.9917910308973343,0.024998697,0.14713284,0.39474475,0.5097511,0.72447735,16.020826,0.9644020245192932,0.0012800015,0.023037344,0.8942789,0.8988063,0.9939536,28.927893,0.987021544412206,0.0012800015,0.023037344,0.8942789,0.8988063,0.9939536,28.927893,0.987021544412206
patients.20190904102601_channelData_part17_0.mat,0.00051003246,0.016165605,0.95789045,0.96220523,0.9955018,32.92402,0.9962974005639815,0.023572959,0.14477773,0.42670816,0.48541453,0.85920066,16.275858,0.9691005220021339,0.0004952138,0.013926316,0.9406155,0.94157565,0.9988528,33.05207,0.9952527169511509,0.0004952138,0.013926316,0.9406155,0.94157565,0.9988528,33.05207,0.9952527169511509
patients.20190909103554_channelData_part11_0.mat,0.001133049,0.025943108,0.95488304,0.95967656,0.99498683,29.457512,0.9969001633224915,0.014455926,0.11076541,0.4470232,0.50141674,0.8686596,18.39954,0.9721757755223773,0.0005411007,0.014772888,0.9352526,0.9369646,0.99787486,32.667217,0.995317330757051,0.0005411007,0.014772888,0.9352526,0.9369646,0.99787486,32.667217,0.995317330757051
patients.20190904110505_channelData_part13_0.mat,0.0043822965,0.05879535,0.9428831,0.95270854,0.98966485,23.582981,0.9904627120882339,0.009402964,0.086281,0.53075904,0.54395753,0.9748415,20.267351,0.9354092008398233,0.00051104964,0.01435445,0.95316297,0.95357764,0.9995528,32.915367,0.9898895531431204,0.00051104964,0.01435445,0.95316297,0.95357764,0.9995528,32.915367,0.9898895531431204
patients.20190909111633_channelData_part15_1.mat,0.0023202356,0.034882866,0.9231929,0.93908274,0.98290426,26.344679,0.9740499777737145,0.030960944,0.16373412,0.45190018,0.5386326,0.81839657,15.091858,0.9244245439262337,0.0020068255,0.02989582,0.90878844,0.9145734,0.9928637,26.974903,0.9707370263853479,0.0020068255,0.02989582,0.90878844,0.9145734,0.9928637,26.974903,0.9707370263853479
patients.20190904110520_channelData_part4_0.mat,0.0033881129,0.054293133,0.94713783,0.9564354,0.9903068,24.70042,0.9860215020819066,0.039217003,0.19000225,0.43305492,0.4731837,0.91261584,14.065255,0.9170227930759461,0.0006374946,0.015746495,0.9464171,0.94684064,0.99953294,31.955233,0.9849965165856808,0.0006374946,0.015746495,0.9464171,0.94684064,0.99953294,31.955233,0.9849965165856808
patients.20190904102433_channelData_part4_0.mat,0.011417928,0.10079235,0.87333196,0.946848,0.92198235,19.424126,0.9939521843048794,0.004664181,0.05663059,0.53129846,0.54111964,0.9804289,23.312246,0.958907508438217,0.00061946514,0.01680849,0.9364285,0.9388916,0.99714166,32.07983,0.9919797309078022,0.00061946514,0.01680849,0.9364285,0.9388916,0.99714166,32.07983,0.9919797309078022
